admin_old_district_code,admin_old_district_name,admin_old_block_mandal_code,admin_old_block_mandal_name,admin_village_code,admin_village_name,sample_farms,labelled_farms,unknown_health_farms,healthy_farms,stressed_farms,diseased_farms,pest_farms,unhealthy_farms,avg_health_risk_score,avg_crop_height,avg_water_coverage,avg_irrigation_count,avg_expected_yield,avg_field_area_ha,total_sample_area_ha,unhealthy_pct_of_labelled,label_coverage_pct,primary_sample_crop,primary_crop_sample_farms,dominant_health_status,dominant_status_labelled_farms,dashboard_risk_class
1,ADILABAD,113,SARANGAPUR,0113018,Vanjar,9,9,0,5,1,2,1,4,0.3333,176.1111,49.6667,3.0,21.5556,0.364,3.2764,44.44444444444444,100.0,Maize,8,Healthy,5,Moderate
1,ADILABAD,114,KUNTALA,0114002,Medanpur,4,4,0,3,0,1,0,1,0.2,194.0,50.5,2.75,22.75,0.3646,1.4583,25.0,100.0,Maize,4,Healthy,3,Low
1,ADILABAD,114,KUNTALA,0114015,Limba (Khurd),53,1,52,1,0,0,0,0,0.0,170.7358,50.2453,3.4906,22.4906,0.3149,16.6894,0.0,1.89,Maize,53,Healthy,1,Low
1,ADILABAD,114,KUNTALA,0114021,Nandan,1,1,0,1,0,0,0,0,0.0,248.0,44.0,2.0,23.0,0.1051,0.1051,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,115,KUBEER,0115001,Palsi,3,3,0,3,0,0,0,0,0.0,42.6667,32.0,1.6667,11.0,0.2265,0.6794,0.0,100.0,Bengal Gram,3,Healthy,3,Low
1,ADILABAD,115,KUBEER,0115002,Pardi (Khurd),1,1,0,0,1,0,0,1,0.5,33.0,31.0,2.0,9.0,0.2133,0.2133,100.0,100.0,Bengal Gram,1,Stressed,1,High
1,ADILABAD,115,KUBEER,0115003,Jamgaon,1,1,0,1,0,0,0,0,0.0,49.0,38.0,1.0,8.0,0.1618,0.1618,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,115,KUBEER,0115005,Sirpalle,1,1,0,1,0,0,0,0,0.0,118.0,52.0,4.0,25.0,0.2786,0.2786,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,115,KUBEER,0115006,Dodarna,2,2,0,1,0,0,1,1,0.45,137.0,42.0,3.0,17.0,1.075,2.15,50.0,100.0,Bengal Gram,1,Healthy,1,Moderate
1,ADILABAD,115,KUBEER,0115007,Belgaon,1,1,0,1,0,0,0,0,0.0,44.0,32.0,2.0,9.0,0.9975,0.9975,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,115,KUBEER,0115012,Halda,1,1,0,0,0,1,0,1,0.8,41.0,36.0,1.0,12.0,0.5272,0.5272,100.0,100.0,Bengal Gram,1,Diseased,1,Very High
1,ADILABAD,115,KUBEER,0115014,Chata,11,11,0,7,1,2,1,4,0.2727,168.0,49.5455,3.3636,21.5455,0.3679,4.0472,36.36363636363637,100.0,Maize,10,Healthy,7,Moderate
1,ADILABAD,115,KUBEER,0115015,Pardi (Buzurg),1,1,0,1,0,0,0,0,0.0,227.0,46.0,3.0,23.0,0.4809,0.4809,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,115,KUBEER,0115016,Darkubeer,2,2,0,2,0,0,0,0,0.0,40.0,29.0,1.0,9.5,0.2551,0.5102,0.0,100.0,Bengal Gram,2,Healthy,2,Low
1,ADILABAD,115,KUBEER,0115017,Rajura,6,6,0,6,0,0,0,0,0.0,38.3333,30.5,2.0,9.8333,0.2773,1.6638,0.0,100.0,Bengal Gram,6,Healthy,6,Low
1,ADILABAD,115,KUBEER,0115018,Kubeer,14,14,0,13,0,1,0,1,0.0571,125.8571,43.0714,3.1429,16.8571,0.7644,10.7013,7.142857142857142,100.0,Maize,8,Healthy,13,Low
1,ADILABAD,115,KUBEER,0115019,Khasra,7,7,0,5,1,1,0,2,0.1857,42.4286,31.5714,2.1429,9.5714,0.5033,3.5233,28.57142857142857,100.0,Bengal Gram,7,Healthy,5,Low
1,ADILABAD,115,KUBEER,0115020,Chondi,9,3,6,3,0,0,0,0,0.0,64.8889,33.6667,2.1111,12.2222,0.5196,4.6763,0.0,33.33,Bengal Gram,8,Healthy,3,Low
1,ADILABAD,115,KUBEER,0115022,Sangvi,1,1,0,0,1,0,0,1,0.5,43.0,38.0,1.0,12.0,0.3673,0.3673,100.0,100.0,Bengal Gram,1,Stressed,1,High
1,ADILABAD,115,KUBEER,0115036,Pangra,6,1,5,0,0,1,0,1,0.8,154.1667,46.3333,3.3333,19.3333,0.5008,3.0047,100.0,16.67,Maize,5,Diseased,1,Very High
1,ADILABAD,115,KUBEER,0115037,Bakot,4,4,0,4,0,0,0,0,0.0,76.75,34.75,3.25,12.5,0.9331,3.7324,0.0,100.0,Bengal Gram,3,Healthy,4,Low
1,ADILABAD,115,KUBEER,0115038,Sowna,1,1,0,1,0,0,0,0,0.0,233.0,52.0,4.0,20.0,1.9673,1.9673,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,116,BHAINSA,0116001,Chichond,1,1,0,0,0,0,1,1,0.9,31.0,33.0,1.0,10.0,0.4315,0.4315,100.0,100.0,Bengal Gram,1,Pests,1,Very High
1,ADILABAD,116,BHAINSA,0116002,Kumbhi,5,3,2,3,0,0,0,0,0.0,129.0,39.2,3.2,18.0,0.6744,3.3722,0.0,60.0,Maize,3,Healthy,3,Low
1,ADILABAD,116,BHAINSA,0116003,Takli,2,2,0,1,1,0,0,1,0.25,216.0,50.5,2.0,25.0,1.0933,2.1865,50.0,100.0,Maize,2,Healthy,1,Moderate
1,ADILABAD,116,BHAINSA,0116004,Linga,6,6,0,6,0,0,0,0,0.0,137.1667,51.5,3.3333,22.1667,1.2367,7.4201,0.0,100.0,Maize,6,Healthy,6,Low
1,ADILABAD,116,BHAINSA,0116005,Mirzapur,3,3,0,3,0,0,0,0,0.0,190.6667,50.0,3.3333,21.0,0.4357,1.3072,0.0,100.0,Maize,3,Healthy,3,Low
1,ADILABAD,116,BHAINSA,0116006,Siddur,14,14,0,12,0,2,0,2,0.1143,168.6429,47.0,2.9286,21.7857,0.7094,9.931,14.285714285714285,100.0,Maize,13,Healthy,12,Low
1,ADILABAD,116,BHAINSA,0116007,Gundagaon,2,2,0,2,0,0,0,0,0.0,226.5,51.5,3.0,23.0,2.3874,4.7747,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,116,BHAINSA,0116008,Mahagaon,30,30,0,24,1,2,3,6,0.16,165.3667,48.7667,3.2667,21.1333,0.5717,17.1521,20.0,100.0,Maize,27,Healthy,24,Low
1,ADILABAD,116,BHAINSA,0116009,Chintalabori,4,4,0,3,1,0,0,1,0.125,125.0,42.0,2.75,21.5,0.4708,1.8831,25.0,100.0,Maize,3,Healthy,3,Low
1,ADILABAD,116,BHAINSA,0116010,Kotalgaon,12,12,0,12,0,0,0,0,0.0,163.9167,49.3333,3.4167,22.3333,0.602,7.2237,0.0,100.0,Maize,12,Healthy,12,Low
1,ADILABAD,116,BHAINSA,0116011,Bijjur,7,7,0,6,0,0,1,1,0.1286,188.2857,48.0,4.0,22.8571,0.7252,5.0762,14.285714285714285,100.0,Maize,7,Healthy,6,Low
1,ADILABAD,116,BHAINSA,0116012,Sunkli,20,20,0,16,2,1,1,4,0.135,171.35,50.15,3.6,22.0,0.4631,9.2626,20.0,100.0,Maize,20,Healthy,16,Low
1,ADILABAD,116,BHAINSA,0116013,Thimmapur,8,8,0,6,2,0,0,2,0.125,178.375,52.875,3.5,23.25,0.2518,2.0141,25.0,100.0,Maize,8,Healthy,6,Low
1,ADILABAD,116,BHAINSA,0116014,Wanalpahad,7,7,0,5,0,0,2,2,0.2571,152.8571,51.0,3.0,21.5714,0.3541,2.4787,28.57142857142857,100.0,Maize,7,Healthy,5,Moderate
1,ADILABAD,116,BHAINSA,0116015,Ekgaon,13,13,0,12,0,1,0,1,0.0615,164.0,50.5385,4.0769,22.0,0.3938,5.1196,7.6923076923076925,100.0,Maize,13,Healthy,12,Low
1,ADILABAD,116,BHAINSA,0116016,pipri,10,10,0,10,0,0,0,0,0.0,182.3,48.1,3.2,22.7,1.0444,10.4441,0.0,100.0,Maize,10,Healthy,10,Low
1,ADILABAD,116,BHAINSA,0116017,Babalgaon,5,5,0,4,0,0,1,1,0.18,161.8,52.4,3.8,21.8,0.8092,4.046,20.0,100.0,Maize,5,Healthy,4,Low
1,ADILABAD,116,BHAINSA,0116018,BHAINSA,18,18,0,16,0,1,1,2,0.0944,141.7222,46.0556,3.1111,18.5556,1.2987,23.3766,11.11111111111111,100.0,Maize,13,Healthy,16,Low
1,ADILABAD,116,BHAINSA,0116019,Pangri,5,5,0,5,0,0,0,0,0.0,94.4,37.0,2.4,13.8,0.9031,4.5155,0.0,100.0,Bengal Gram,3,Healthy,5,Low
1,ADILABAD,116,BHAINSA,0116020,Manjri,7,7,0,4,2,0,1,3,0.2714,38.7143,32.5714,1.8571,10.7143,0.2928,2.0498,42.85714285714285,100.0,Bengal Gram,7,Healthy,4,Moderate
1,ADILABAD,116,BHAINSA,0116021,Sirala,8,8,0,5,1,0,2,3,0.2875,37.0,31.875,2.0,10.375,0.3891,3.1125,37.5,100.0,Bengal Gram,8,Healthy,5,Moderate
1,ADILABAD,116,BHAINSA,0116022,Dahegaon,10,10,0,8,2,0,0,2,0.1,162.5,49.4,3.6,20.9,0.9567,9.5672,20.0,100.0,Maize,9,Healthy,8,Low
1,ADILABAD,116,BHAINSA,0116023,Elegaon,8,8,0,6,0,1,1,2,0.2125,109.125,38.875,2.75,17.125,0.6012,4.8092,25.0,100.0,Bengal Gram,4,Healthy,6,Moderate
1,ADILABAD,116,BHAINSA,0116024,Badgaon,4,4,0,3,0,0,1,1,0.225,41.0,34.5,2.0,11.25,1.0911,4.3642,25.0,100.0,Bengal Gram,4,Healthy,3,Moderate
1,ADILABAD,116,BHAINSA,0116025,Walegaon,5,5,0,5,0,0,0,0,0.0,158.2,43.2,3.4,21.6,1.1118,5.5589,0.0,100.0,Maize,4,Healthy,5,Low
1,ADILABAD,116,BHAINSA,0116026,Kumsari,5,5,0,5,0,0,0,0,0.0,157.4,45.4,2.4,21.6,1.7112,8.5561,0.0,100.0,Maize,5,Healthy,5,Low
1,ADILABAD,116,BHAINSA,0116027,KHATGAON,11,11,0,9,0,0,2,2,0.1636,195.9091,50.4545,4.2727,22.3636,1.7904,19.694,18.181818181818183,100.0,Maize,11,Healthy,9,Low
1,ADILABAD,116,BHAINSA,0116028,Kamol,6,6,0,3,0,1,2,3,0.4333,196.8333,47.5,3.1667,22.5,1.1275,6.7647,50.0,100.0,Maize,6,Healthy,3,Moderate
1,ADILABAD,116,BHAINSA,0116029,HASGUL,11,11,0,8,1,0,2,3,0.2091,144.6364,45.3636,2.9091,18.5455,1.2087,13.296,27.27272727272727,100.0,Maize,8,Healthy,8,Moderate
1,ADILABAD,116,BHAINSA,0116030,Mategaon,11,11,0,8,2,0,1,3,0.1727,166.0,49.2727,3.5455,22.2727,0.6591,7.2503,27.27272727272727,100.0,Maize,11,Healthy,8,Low
1,ADILABAD,116,BHAINSA,0116031,HAMPOLI KHURD,2,2,0,2,0,0,0,0,0.0,169.5,48.5,4.0,24.0,0.4689,0.9378,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,116,BHAINSA,0116032,Boregaon (Buzurg),2,2,0,2,0,0,0,0,0.0,200.5,50.5,5.0,21.0,0.21,0.4199,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,116,BHAINSA,0116033,Watoli,1,1,0,1,0,0,0,0,0.0,214.0,41.0,4.0,25.0,1.3309,1.3309,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,116,BHAINSA,0116034,Pendapalle,2,2,0,1,1,0,0,1,0.25,211.0,52.0,2.5,24.5,0.7054,1.4108,50.0,100.0,Maize,2,Healthy,1,Moderate
1,ADILABAD,117,TANOOR,0117001,Jhari (Buzurg),6,6,0,5,1,0,0,1,0.0833,39.0,31.0,2.1667,10.6667,0.2038,1.2229,16.666666666666664,100.0,Bengal Gram,6,Healthy,5,Low
1,ADILABAD,117,TANOOR,0117002,Jhari (Khurd),1,1,0,1,0,0,0,0,0.0,47.0,31.0,1.0,11.0,0.6395,0.6395,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,117,TANOOR,0117003,Wadjhari,3,3,0,2,1,0,0,1,0.1667,37.3333,33.3333,1.6667,10.0,0.3295,0.9884,33.33333333333333,100.0,Bengal Gram,3,Healthy,2,Low
1,ADILABAD,117,TANOOR,0117005,Bhosi,1,1,0,1,0,0,0,0,0.0,34.0,33.0,1.0,11.0,0.4277,0.4277,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,117,TANOOR,0117006,Mahalingi,4,4,0,4,0,0,0,0,0.0,41.25,25.5,2.5,11.5,0.3014,1.2054,0.0,100.0,Bengal Gram,4,Healthy,4,Low
1,ADILABAD,117,TANOOR,0117007,Bamni,12,10,2,6,1,1,2,4,0.31,98.9167,39.5833,2.75,15.3333,0.5496,6.5956,40.0,83.33,Bengal Gram,7,Healthy,6,Moderate
1,ADILABAD,117,TANOOR,0117008,Bondrat,6,6,0,4,1,0,1,2,0.2333,95.1667,42.8333,2.1667,18.5,0.4464,2.6785,33.33333333333333,100.0,Maize,4,Healthy,4,Moderate
1,ADILABAD,117,TANOOR,0117009,Bolsa,1,1,0,0,0,1,0,1,0.8,37.0,38.0,3.0,10.0,0.2907,0.2907,100.0,100.0,Bengal Gram,1,Diseased,1,Very High
1,ADILABAD,117,TANOOR,0117010,Dhagaon,2,2,0,2,0,0,0,0,0.0,41.0,32.5,1.5,9.5,0.2422,0.4845,0.0,100.0,Bengal Gram,2,Healthy,2,Low
1,ADILABAD,117,TANOOR,0117011,Hangirga,4,4,0,4,0,0,0,0,0.0,38.75,31.0,2.5,10.5,0.4422,1.769,0.0,100.0,Bengal Gram,4,Healthy,4,Low
1,ADILABAD,117,TANOOR,0117012,Elvi,10,10,0,9,0,0,1,1,0.09,94.9,36.8,3.0,14.7,0.3851,3.8511,10.0,100.0,Bengal Gram,6,Healthy,9,Low
1,ADILABAD,117,TANOOR,0117014,Boregaon (Khurd),2,2,0,2,0,0,0,0,0.0,132.5,40.5,3.0,16.0,0.6895,1.3789,0.0,100.0,Bengal Gram,1,Healthy,2,Low
1,ADILABAD,117,TANOOR,0117015,Bember,4,4,0,2,2,0,0,2,0.25,116.5,43.5,3.25,17.5,0.4648,1.859,50.0,100.0,Bengal Gram,2,Healthy,2,Moderate
1,ADILABAD,117,TANOOR,0117016,Hipnally,12,12,0,9,0,1,2,3,0.2167,60.1667,32.3333,2.0833,11.3333,0.4083,4.8999,25.0,100.0,Bengal Gram,11,Healthy,9,Moderate
1,ADILABAD,117,TANOOR,0117017,Kolur,21,21,0,17,0,2,2,4,0.1619,81.6667,35.381,2.2857,13.0476,0.4632,9.7273,19.047619047619047,100.0,Bengal Gram,16,Healthy,17,Low
1,ADILABAD,117,TANOOR,0117018,Masalga,1,1,0,1,0,0,0,0,0.0,40.0,25.0,3.0,12.0,0.3004,0.3004,0.0,100.0,Bengal Gram,1,Healthy,1,Low
1,ADILABAD,117,TANOOR,0117021,Wadgaon,2,2,0,2,0,0,0,0,0.0,85.0,45.5,3.0,15.0,1.0542,2.1084,0.0,100.0,Bengal Gram,1,Healthy,2,Low
1,ADILABAD,117,TANOOR,0117022,Kalyani,1,1,0,1,0,0,0,0,0.0,111.0,48.0,2.0,24.0,0.77,0.77,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,117,TANOOR,0117023,Jewla (Khurd),11,11,0,7,1,0,3,4,0.2909,99.0,35.2727,2.0,14.5455,0.4095,4.5044,36.36363636363637,100.0,Bengal Gram,7,Healthy,7,Moderate
1,ADILABAD,117,TANOOR,0117024,Tanoor,32,32,0,28,0,3,1,4,0.1031,84.0625,35.25,2.375,14.2812,0.6651,21.2831,12.5,100.0,Bengal Gram,21,Healthy,28,Low
1,ADILABAD,117,TANOOR,0117025,Singangam,8,8,0,6,1,1,0,2,0.1625,73.25,36.0,2.375,13.5,0.55,4.4,25.0,100.0,Bengal Gram,6,Healthy,6,Low
1,ADILABAD,117,TANOOR,0117026,Nandgam,4,4,0,2,1,1,0,2,0.325,43.5,28.5,2.0,8.5,0.6837,2.7347,50.0,100.0,Bengal Gram,4,Healthy,2,Moderate
1,ADILABAD,117,TANOOR,0117027,Doultabad,25,25,0,21,0,2,2,4,0.136,86.6,35.64,2.36,13.72,0.7102,17.754,16.0,100.0,Bengal Gram,18,Healthy,21,Low
1,ADILABAD,117,TANOOR,0117028,Kharbala,13,13,0,12,0,0,1,1,0.0692,109.7692,38.0,2.3846,16.4615,0.4943,6.4258,7.6923076923076925,100.0,Bengal Gram,7,Healthy,12,Low
1,ADILABAD,117,TANOOR,0117029,Jewla (Buzurg),20,20,0,14,2,4,0,6,0.21,94.9,36.2,2.55,15.95,0.697,13.9405,30.0,100.0,Bengal Gram,11,Healthy,14,Moderate
1,ADILABAD,117,TANOOR,0117030,Tondala,17,17,0,12,3,2,0,5,0.1824,91.4706,39.2353,2.5882,14.3529,0.9709,16.5056,29.411764705882355,100.0,Bengal Gram,11,Healthy,12,Low
1,ADILABAD,117,TANOOR,0117031,Kesarelly,4,4,0,4,0,0,0,0,0.0,41.5,33.25,1.5,10.25,0.6884,2.7535,0.0,100.0,Bengal Gram,4,Healthy,4,Low
1,ADILABAD,117,TANOOR,0117032,Wadhone,18,18,0,15,3,0,0,3,0.0833,73.7778,37.5556,2.5,12.8333,0.9217,16.5914,16.666666666666664,100.0,Bengal Gram,13,Healthy,15,Low
1,ADILABAD,117,TANOOR,0117033,Yellawat,41,41,0,33,3,4,1,8,0.1366,91.4146,36.2439,2.6585,13.8049,1.1054,45.3219,19.51219512195122,100.0,Bengal Gram,28,Healthy,33,Low
1,ADILABAD,118,MUDHOLE,0118001,Ramtek,4,4,0,3,1,0,0,1,0.125,151.5,44.25,4.5,17.25,0.77,3.0798,25.0,100.0,Maize,3,Healthy,3,Low
1,ADILABAD,118,MUDHOLE,0118002,Machkal,14,14,0,9,1,1,3,5,0.2857,161.7143,47.6429,3.4286,20.7857,0.3677,5.1478,35.714285714285715,100.0,Maize,12,Healthy,9,Moderate
1,ADILABAD,118,MUDHOLE,0118003,Mudgal,5,5,0,3,2,0,0,2,0.2,152.2,48.4,3.0,22.6,0.5887,2.9436,40.0,100.0,Maize,5,Healthy,3,Low
1,ADILABAD,118,MUDHOLE,0118004,Taroda,8,8,0,6,2,0,0,2,0.125,64.875,38.625,2.875,14.375,0.6012,4.8098,25.0,100.0,Bengal Gram,5,Healthy,6,Low
1,ADILABAD,118,MUDHOLE,0118007,Edbid,11,11,0,9,1,0,1,2,0.1273,182.6364,49.0909,4.2727,22.7273,1.0191,11.2103,18.181818181818183,100.0,Maize,11,Healthy,9,Low
1,ADILABAD,118,MUDHOLE,0118013,Gudur,2,2,0,2,0,0,0,0,0.0,168.5,48.0,2.0,24.5,0.9132,1.8265,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,118,MUDHOLE,0118016,Vitholi,6,6,0,5,0,1,0,1,0.1333,142.3333,40.5,2.5,18.3333,1.1533,6.9198,16.666666666666664,100.0,Maize,4,Healthy,5,Low
1,ADILABAD,118,MUDHOLE,0118017,Mudhole,83,83,0,66,7,5,5,17,0.1446,96.1807,36.5783,2.6627,14.8193,1.0874,90.256,20.48192771084337,100.0,Bengal Gram,51,Healthy,66,Low
1,ADILABAD,118,MUDHOLE,0118018,Ganora,2,2,0,2,0,0,0,0,0.0,72.5,44.5,3.5,16.5,0.4612,0.9225,0.0,100.0,Bengal Gram,1,Healthy,2,Low
1,ADILABAD,118,MUDHOLE,0118019,Riuvi,1,1,0,1,0,0,0,0,0.0,197.0,45.0,5.0,20.0,0.2524,0.2524,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,118,MUDHOLE,0118020,Brahmangaon,1,1,0,1,0,0,0,0,0.0,205.0,53.0,2.0,23.0,0.377,0.377,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,118,MUDHOLE,0118021,Ashta,16,16,0,15,0,1,0,1,0.05,118.5625,44.375,2.5625,18.75,1.0713,17.1407,6.25,100.0,Maize,11,Healthy,15,Low
1,ADILABAD,118,MUDHOLE,0118022,Voni,12,12,0,10,0,1,1,2,0.1417,169.9167,48.1667,3.3333,21.5833,1.0715,12.8583,16.666666666666664,100.0,Maize,11,Healthy,10,Low
1,ADILABAD,118,MUDHOLE,0118023,Kirgul (Buzurg),12,12,0,10,2,0,0,2,0.0833,86.5833,38.6667,2.5833,12.75,1.0758,12.9094,16.666666666666664,100.0,Bengal Gram,9,Healthy,10,Low
1,ADILABAD,118,MUDHOLE,0118024,Shetpalle,5,5,0,5,0,0,0,0,0.0,182.8,49.8,2.8,23.6,1.2195,6.0973,0.0,100.0,Maize,5,Healthy,5,Low
1,ADILABAD,118,MUDHOLE,0118025,Kirgul (Khurd),6,6,0,6,0,0,0,0,0.0,111.0,43.6667,3.8333,17.5,1.181,7.0862,0.0,100.0,Maize,4,Healthy,6,Low
1,ADILABAD,118,MUDHOLE,0118026,Bidralli,60,60,0,47,7,1,5,13,0.1467,86.8167,35.6333,2.15,14.1,0.8194,49.1641,21.666666666666668,100.0,Bengal Gram,41,Healthy,47,Low
1,ADILABAD,118,MUDHOLE,0118027,Takli,23,23,0,19,1,1,2,4,0.1348,89.6957,38.9565,2.6087,15.4348,0.9752,22.4291,17.391304347826086,100.0,Bengal Gram,13,Healthy,19,Low
1,ADILABAD,118,MUDHOLE,0118028,Dhondapur,8,8,0,6,0,2,0,2,0.2,160.625,52.875,3.0,21.25,0.9878,7.9025,25.0,100.0,Maize,7,Healthy,6,Low
1,ADILABAD,118,MUDHOLE,0118029,Labdi,10,10,0,8,0,2,0,2,0.16,89.0,36.5,2.1,15.0,0.7009,7.0088,20.0,100.0,Bengal Gram,6,Healthy,8,Low
1,ADILABAD,118,MUDHOLE,0118030,Ratnapur,5,5,0,4,0,1,0,1,0.16,153.2,49.8,3.2,20.4,2.0966,10.4828,20.0,100.0,Maize,4,Healthy,4,Low
1,ADILABAD,118,MUDHOLE,0118032,Mahadpur,4,4,0,3,1,0,0,1,0.125,135.5,44.25,3.25,17.25,0.6264,2.5057,25.0,100.0,Bengal Gram,2,Healthy,3,Low
1,ADILABAD,118,MUDHOLE,0118033,Mailapur,6,6,0,4,0,0,2,2,0.3,125.0,42.1667,3.3333,18.8333,1.1391,6.8346,33.33333333333333,100.0,Maize,4,Healthy,4,Moderate
1,ADILABAD,118,MUDHOLE,0118034,Basar,6,6,0,5,0,0,1,1,0.15,145.5,42.0,2.8333,18.0,1.3179,7.9074,16.666666666666664,100.0,Maize,4,Healthy,5,Low
1,ADILABAD,118,MUDHOLE,0118035,Renukapur,6,6,0,6,0,0,0,0,0.0,168.3333,48.5,3.5,20.6667,0.8911,5.3468,0.0,100.0,Maize,5,Healthy,6,Low
1,ADILABAD,118,MUDHOLE,0118036,Kowtha,1,1,0,0,0,1,0,1,0.8,45.0,39.0,2.0,12.0,0.7923,0.7923,100.0,100.0,Bengal Gram,1,Diseased,1,Very High
1,ADILABAD,118,MUDHOLE,0118038,Salapur,10,10,0,8,1,1,0,2,0.13,74.9,38.6,2.1,14.0,0.8626,8.6258,20.0,100.0,Bengal Gram,7,Healthy,8,Low
1,ADILABAD,118,MUDHOLE,0118999,SRIRAMSAGAR PROJECT,23,23,0,17,1,3,2,6,0.2043,106.3478,39.6522,2.4783,15.8696,0.9074,20.8704,26.08695652173913,100.0,Bengal Gram,12,Healthy,17,Moderate
1,ADILABAD,119,LOKESWARAM,0119001,Potpalle (M),1,1,0,1,0,0,0,0,0.0,205.0,60.0,2.0,24.0,0.6275,0.6275,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,119,LOKESWARAM,0119002,Hadgaon,6,6,0,4,2,0,0,2,0.1667,173.1667,50.0,2.5,22.1667,0.6112,3.6673,33.33333333333333,100.0,Maize,6,Healthy,4,Low
1,ADILABAD,119,LOKESWARAM,0119003,Sathgaon,5,5,0,3,1,1,0,2,0.26,180.6,50.4,4.0,22.8,0.2447,1.2233,40.0,100.0,Maize,5,Healthy,3,Moderate
1,ADILABAD,119,LOKESWARAM,0119006,Manmad,26,26,0,21,3,2,0,5,0.1192,181.9231,50.2692,3.1154,22.2308,0.1842,4.7895,19.230769230769237,100.0,Maize,26,Healthy,21,Low
1,ADILABAD,119,LOKESWARAM,0119007,Potpalle (B),1,1,0,1,0,0,0,0,0.0,178.0,54.0,3.0,21.0,0.1108,0.1108,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,119,LOKESWARAM,0119008,Yeddur,4,4,0,3,0,1,0,1,0.2,171.0,45.75,3.25,23.25,0.1586,0.6343,25.0,100.0,Maize,4,Healthy,3,Low
1,ADILABAD,119,LOKESWARAM,0119010,Rajura,2,2,0,1,0,1,0,1,0.4,234.0,46.5,3.5,24.0,0.255,0.51,50.0,100.0,Maize,2,Diseased,1,Moderate
1,ADILABAD,119,LOKESWARAM,0119014,Bhagapur,11,11,0,10,0,1,0,1,0.0727,165.7273,48.8182,3.2727,22.1818,0.3152,3.467,9.090909090909092,100.0,Maize,11,Healthy,10,Low
1,ADILABAD,119,LOKESWARAM,0119015,Kistapur,2,2,0,2,0,0,0,0,0.0,192.0,52.0,3.5,22.0,0.1567,0.3134,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,119,LOKESWARAM,0119017,Puspur,13,13,0,10,2,1,0,3,0.1385,166.5385,51.3846,3.5385,22.0,0.5104,6.6355,23.07692307692308,100.0,Maize,13,Healthy,10,Low
1,ADILABAD,119,LOKESWARAM,0119019,New Raipur (K) R.C,2,2,0,2,0,0,0,0,0.0,194.0,54.0,4.0,22.5,0.2746,0.5492,0.0,100.0,Maize,2,Healthy,2,Low
1,ADILABAD,119,LOKESWARAM,0119024,Wastapur,1,1,0,1,0,0,0,0,0.0,194.0,43.0,5.0,25.0,0.2525,0.2525,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,119,LOKESWARAM,0119030,Pipri,1,1,0,1,0,0,0,0,0.0,178.0,41.0,2.0,20.0,0.0721,0.0721,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,119,LOKESWARAM,0119999,SRIRAMSAGAR PROJECT,41,41,0,30,1,6,4,11,0.2171,179.7805,47.3415,3.1951,22.2439,0.1522,6.2382,26.82926829268293,100.0,Maize,41,Healthy,30,Moderate
1,ADILABAD,120,DILAWARPUR,0120006,Kalva,19,19,0,10,4,0,5,9,0.3421,181.6316,48.4737,3.1579,22.3158,0.5615,10.6694,47.368421052631575,100.0,Maize,19,Healthy,10,Moderate
1,ADILABAD,120,DILAWARPUR,0120007,New Lolam (R.C.),3,3,0,1,1,0,1,2,0.4667,134.6667,55.0,3.0,22.0,0.0908,0.2725,66.66666666666666,100.0,Maize,3,Healthy,1,High
1,ADILABAD,120,DILAWARPUR,0120017,Chintalkunta,1,1,0,1,0,0,0,0,0.0,142.0,48.0,3.0,20.0,0.1187,0.1187,0.0,100.0,Maize,1,Healthy,1,Low
1,ADILABAD,121,NIRMAL,0121016,Ratnapur Kondli,1,1,0,1,0,0,0,0,0.0,116.0,54.0,2.0,11.0,0.1966,0.1966,0.0,100.0,Cotton,1,Healthy,1,Low
1,ADILABAD,121,NIRMAL,0121024,New Mujgi,4,2,2,1,0,1,0,1,0.4,192.0,46.75,3.75,22.25,0.1141,0.4563,50.0,50.0,Maize,4,Diseased,1,Moderate
